Survey Year,Institution Name,Classification Name,Football Total Revenue,Not Allocated by Gender/Sport Revenue,Grand Total Revenue
2009,Iowa State University,NCAA Division I-A,19974924,15948114,46871554
2009,Kansas State University,NCAA Division I-A,17570624,26901229,52400839
2009,Kent State University Kent Campus,NCAA Division I-A,4394681,6816061,19446680
2009,Louisiana State University and Agricultural & Mechanical College,NCAA Division I-A,68819806,23505533,109941869
2009,Louisiana Tech University,NCAA Division I-A,5040398,3302461,14537084
2009,Marshall University,NCAA Division I-A,7462672,5662696,22949720
2009,Miami University-Oxford,NCAA Division I-A,6903977,6602084,25975293
2009,Michigan State University,NCAA Division I-A,44462659,11459191,80064147
2009,Middle Tennessee State University,NCAA Division I-A,6638007,4838443,19098901
2009,Mississippi State University,NCAA Division I-A,14551275,6102949,38127591
2009,New Mexico State University-Main Campus,NCAA Division I-A,5289364,8909896,23714666
2009,North Carolina State University at Raleigh,NCAA Division I-A,22018738,13728452,50335991
2009,Northern Illinois University,NCAA Division I-A,2729774,13181228,18452594
2009,Northwestern University,NCAA Division I-A,22704959,14747543,48921823
2009,Ohio State University-Main Campus,NCAA Division I-A,63750000,33694800,123174176
2009,Ohio University-Main Campus,NCAA Division I-A,7467896,6426241,23905953
2009,Oklahoma State University-Main Campus,NCAA Division I-A,32787498,17136857,65568706
2009,Old Dominion University,NCAA Division I-AA,5705271,10898388,26721859
2009,Oregon State University,NCAA Division I-A,19056237,20264707,51652370
2009,Pennsylvania State University-Main Campus,NCAA Division I-A,70208584,18506455,106614724
2009,Purdue University-Main Campus,NCAA Division I-A,18118898,29279454,61508748
2009,Rice University,NCAA Division I-A,12355180,543799,29432270
2009,Rutgers University-New Brunswick,NCAA Division I-A,19494261,16152500,55564642
2009,San Diego State University,NCAA Division I-A,10884119,4729759,32082827
2009,San Jose State University,NCAA Division I-A,6012613,8538539,20609552
2009,Southern Methodist University,NCAA Division I-A,12493293,7382083,36034263
2009,Stanford University,NCAA Division I-A,21309949,44929353,81720391
2009,Syracuse University,NCAA Division I-A,19152691,2759752,49342459
2009,Temple University,NCAA Division I-A,10093610,6207222,28783706
2009,Texas A & M University,NCAA Division I-A,41915428,12260738,71857071
2009,Texas Christian University,NCAA Division I-A,20609361,10353335,52405010
2009,Texas State University-San Marcos,NCAA Division I-AA,2858666,10037852,18793999
2009,Texas Tech University,NCAA Division I-A,26201009,13599494,48075056
2009,The University of Alabama,NCAA Division I-A,71884525,40091306,129300689
2009,The University of Tennessee,NCAA Division I-A,56593946,19702765,100730439
2009,The University of Texas at Austin,NCAA Division I-A,93942815,21147003,143555354
2009,The University of Texas at El Paso,NCAA Division I-A,9549083,1089922,23336396
2009,The University of Texas at San Antonio,NCAA Division I-AAA,,5812566,13285009
2009,Troy University,NCAA Division I-A,5386426,4323872,15200584
2009,Tulane University of Louisiana,NCAA Division I-A,6686956,6255603,21309000
2009,University at Buffalo,NCAA Division I-A,5271139,8458708,22900990
2009,University of Akron Main Campus,NCAA Division I-A,5738172,8201043,22994889
2009,University of Alabama at Birmingham,NCAA Division I-A,6811742,7156379,25069712
2009,University of Arizona,NCAA Division I-A,24398253,8137174,56362700
2009,University of Arkansas,NCAA Division I-A,48524244,9952426,78072620
2009,University of California-Berkeley,NCAA Division I-A,24421437,22785037,69034737
2009,University of California-Los Angeles,NCAA Division I-A,22298856,22401556,61875531
2009,University of Central Florida,NCAA Division I-A,15173200,15316998,35690477
2009,University of Cincinnati-Main Campus,NCAA Division I-A,13325304,10289204,37101542
2009,University of Colorado at Boulder,NCAA Division I-A,26233929,18284472,49521519
2009,University of Connecticut,NCAA Division I-A,14400371,17881411,58482290
2009,University of Florida,NCAA Division I-A,68715750,33437983,116515907
2009,University of Georgia,NCAA Division I-A,70838539,2162558,87988682
2009,University of Hawaii at Manoa,NCAA Division I-A,6493059,18864430,31083698
2009,University of Houston,NCAA Division I-A,7719733,16708720,31564286
2009,University of Idaho,NCAA Division I-A,5878973,2575809,15061046
2009,University of Illinois at Urbana-Champaign,NCAA Division I-A,25301783,5664148,53502485
2009,University of Iowa,NCAA Division I-A,45854764,30460519,88510052
2009,University of Kansas,NCAA Division I-A,17885176,36765495,71881111
2009,University of Kentucky,NCAA Division I-A,31890572,29157057,79700853
2009,University of Louisiana at Lafayette,NCAA Division I-A,4210176,2218461,12357619
2009,University of Louisiana Monroe,NCAA Division I-A,2982373,1603731,8320207
2009,University of Louisville,NCAA Division I-A,15537276,20313918,63487394
2009,University of Maryland-College Park,NCAA Division I-A,11540368,22576571,51641771
2009,University of Massachusetts Amherst,NCAA Division I-AA,4332838,6526264,23797351
2009,University of Memphis,NCAA Division I-A,11557329,10813144,36951363
2009,University of Miami,NCAA Division I-A,24631029,16577523,56084064
2009,University of Michigan-Ann Arbor,NCAA Division I-A,63189417,31450636,106666191
2009,University of Minnesota-Twin Cities,NCAA Division I-A,32322688,17797553,73599999
2009,University of Mississippi Main Campus,NCAA Division I-A,28409774,7040119,43917704
2009,University of Missouri-Columbia,NCAA Division I-A,25378066,19610837,55674279
2009,University of Nebraska-Lincoln,NCAA Division I-A,49928228,12454872,73483733
2009,University of Nevada-Las Vegas,NCAA Division I-A,5526816,46271712,61240620
2009,University of Nevada-Reno,NCAA Division I-A,5648487,4775099,21589070
2009,University of New Mexico-Main Campus,NCAA Division I-A,7018389,8328440,30277950
2009,University of North Carolina at Chapel Hill,NCAA Division I-A,22077550,18766995,67613805
2009,University of North Carolina at Charlotte,NCAA Division I-AAA,,4074240,11960721
2009,University of North Texas,NCAA Division I-A,4315701,6433985,16643811
2009,University of Notre Dame,NCAA Division I-A,64163063,17797397,90887054
2009,University of Oklahoma Norman Campus,NCAA Division I-A,58295888,25817184,98661765
2009,University of Oregon,NCAA Division I-A,29505906,40287394,75412029
2009,University of Pittsburgh-Pittsburgh Campus,NCAA Division I-A,22513336,7534252,49218556
2009,University of South Alabama,NCAA Division I-AAA,5177338,2797760,14951437
2009,University of South Carolina-Columbia,NCAA Division I-A,58266159,9639769,79991754
2009,University of South Florida-Main Campus,NCAA Division I-A,16562391,16664577,39190939
2009,University of Southern California,NCAA Division I-A,29080117,41413047,75748665
2009,University of Southern Mississippi,NCAA Division I-A,5605441,7260987,19393678
2009,University of Toledo,NCAA Division I-A,5536563,6463598,20039546
2009,University of Tulsa,NCAA Division I-A,6340835,11520148,26292189
2009,University of Utah,NCAA Division I-A,14690174,8998467,31859038
2009,University of Virginia-Main Campus,NCAA Division I-A,19004653,48964821,81841632
2009,University of Washington-Seattle Campus,NCAA Division I-A,33919639,12204540,64034410
2009,University of Wisconsin-Madison,NCAA Division I-A,38662971,26371600,93901820
2009,University of Wyoming,NCAA Division I-A,9145222,10279649,26979593
2009,Utah State University,NCAA Division I-A,4563928,5955075,19233000
2009,Vanderbilt University,NCAA Division I-A,22506492,2607933,49915713
2009,Virginia Polytechnic Institute and State University,NCAA Division I-A,31155870,11106261,58115929
2009,Wake Forest University,NCAA Division I-A,10227922,16768309,42253156
2009,Washington State University,NCAA Division I-A,12754541,17303751,39352096
2009,West Virginia University,NCAA Division I-A,29467612,15255540,62030104
2009,Western Kentucky University,NCAA Division I-A,5768244,8225716,23243348
2009,Western Michigan University,NCAA Division I-A,5065840,6667837,20754204
2010,Appalachian State University,NCAA Division I-AA,4096371,7108258,17896885
2010,Arizona State University,NCAA Division I-A,27842879,13857826,55378783
2010,Arkansas State University-Main Campus,NCAA Division I-A,4007405,2438580,11451195
2010,Auburn University,NCAA Division I-A,76227804,16837487,103982441
2010,Ball State University,NCAA Division I-A,5735424,5819902,19860177
2010,Baylor University,NCAA Division I-A,15031956,19408197,59859235
2010,Boise State University,NCAA Division I-A,12950605,11249455,27923751
2010,Boston College,NCAA Division I-A,20529424,18299302,64078272
2010,Bowling Green State University-Main Campus,NCAA Division I-A,4845511,4187809,17015216
2010,Brigham Young University-Provo,NCAA Division I-A,15664108,15904827,45465068
2010,California State University-Fresno,NCAA Division I-A,10059929,10934930,29254566
2010,Central Michigan University,NCAA Division I-A,5822706,9232916,23353547
2010,Clemson University,NCAA Division I-A,31730042,13408553,61174977
2010,Colorado State University-Fort Collins,NCAA Division I-A,7744375,10096410,26757801
2010,Duke University,NCAA Division I-A,18243589,3277527,67986188
2010,East Carolina University,NCAA Division I-A,10813850,7412187,32558927
2010,Eastern Michigan University,NCAA Division I-A,6623257,4049109,20542348
2010,Elon University,NCAA Division I-AA,3893637,5437588,17151052
2010,Florida Atlantic University,NCAA Division I-A,6857469,2763454,18172267
2010,Florida International University,NCAA Division I-A,7765954,8570465,24606140
2010,Florida State University,NCAA Division I-A,35870789,27417817,86946503
2010,Georgia Institute of Technology-Main Campus,NCAA Division I-A,22557020,12770144,46910364
2010,Georgia Southern University,NCAA Division I-AA,2953814,3558015,11207617
2010,Georgia State University,NCAA Division I-AA,5352135,10465328,22678186
2010,Indiana University-Bloomington,NCAA Division I-A,24230741,26923925,70172641
2010,Iowa State University,NCAA Division I-A,21862535,16829453,48574989
2010,Kansas State University,NCAA Division I-A,19731620,41035825,68875266
2010,Kent State University at Kent,NCAA Division I-A,4830507,8880466,22217879
2010,Louisiana State University and Agricultural & Mechanical College,NCAA Division I-A,68510141,22330915,106421671
2010,Louisiana Tech University,NCAA Division I-A,5302358,3486571,15400631
2010,Marshall University,NCAA Division I-A,8545389,6454420,24690027
2010,Miami University-Oxford,NCAA Division I-A,6950802,7264726,26941891
2010,Michigan State University,NCAA Division I-A,45040778,12343016,80963182
2010,Middle Tennessee State University,NCAA Division I-A,7546988,7304853,23869784
2010,Mississippi State University,NCAA Division I-A,22575985,10279048,49893731
2010,New Mexico State University-Main Campus,NCAA Division I-A,5492439,6481827,22188581
2010,North Carolina State University at Raleigh,NCAA Division I-A,21856742,16316853,54711001
2010,Northern Illinois University,NCAA Division I-A,4140272,13302340,20599587
2010,Northwestern University,NCAA Division I-A,28198769,15193469,56214293
2010,Ohio State University-Main Campus,NCAA Division I-A,60837342,41608721,131815819
2010,Ohio University-Main Campus,NCAA Division I-A,6755565,8728440,25470293
2010,Oklahoma State University-Main Campus,NCAA Division I-A,33213396,21183535,70123206
2010,Old Dominion University,NCAA Division I-AA,5020385,12620331,29021652
2010,Oregon State University,NCAA Division I-A,21690794,17473199,50843837
2010,Pennsylvania State University-Main Campus,NCAA Division I-A,72747734,24129730,116118026
2010,Purdue University-Main Campus,NCAA Division I-A,18359413,32648640,66066303
2010,Rice University,NCAA Division I-A,12261854,375033,29750082
2010,Rutgers University-New Brunswick,NCAA Division I-A,19217487,18414822,53436027
2010,San Diego State University,NCAA Division I-A,14405832,5707301,36509345
2010,San Jose State University,NCAA Division I-A,7112923,5525980,19650451
2010,Southern Methodist University,NCAA Division I-A,12569956,8157290,37471381
2010,Stanford University,NCAA Division I-A,19521092,28199205,81125476
2010,Syracuse University,NCAA Division I-A,18783752,670420,51433840
2010,Temple University,NCAA Division I-A,10099156,6600866,29757012
2010,Texas A & M University-College Station,NCAA Division I-A,45414074,9834903,74944301
2010,Texas Christian University,NCAA Division I-A,22608112,10794437,56245071
2010,Texas State University-San Marcos,NCAA Division I-AA,3564171,11469356,21300108
2010,Texas Tech University,NCAA Division I-A,26569287,15864785,51190970
2010,The University of Alabama,NCAA Division I-A,76801800,28943398,123910432
2010,The University of Tennessee,NCAA Division I-A,56831514,21828027,102495204
2010,The University of Texas at Austin,NCAA Division I-A,95749684,24607080,150295932
2010,The University of Texas at El Paso,NCAA Division I-A,10675462,1032687,24359091
2010,The University of Texas at San Antonio,NCAA Division I-AAA,,13156945,14475118
2010,Troy University,NCAA Division I-A,4817763,4004295,14981238
2010,Tulane University of Louisiana,NCAA Division I-A,6677054,13282377,30200024
2010,University at Buffalo,NCAA Division I-A,5940401,7485503,23709153
2010,University of Akron Main Campus,NCAA Division I-A,5495951,9111026,23981941
2010,University of Alabama at Birmingham,NCAA Division I-A,6625462,7880921,25103990
2010,University of Arizona,NCAA Division I-A,25448212,6369582,58274431
2010,University of Arkansas,NCAA Division I-A,61131707,12258336,91768113
2010,University of California-Berkeley,NCAA Division I-A,24328784,25599064,65006338
2010,University of California-Los Angeles,NCAA Division I-A,23017910,24056408,66003893
2010,University of Central Florida,NCAA Division I-A,13421192,16808994,37821564
2010,University of Cincinnati-Main Campus,NCAA Division I-A,13357060,9268867,37367392
2010,University of Colorado Boulder,NCAA Division I-A,25955136,28968605,60923253
2010,University of Connecticut,NCAA Division I-A,17528602,31281342,63043322
2010,University of Florida,NCAA Division I-A,72807236,36427793,123008257
2010,University of Georgia,NCAA Division I-A,74888175,1938615,92341067
2010,University of Hawaii at Manoa,NCAA Division I-A,7684363,17094096,31607695
2010,University of Houston,NCAA Division I-A,7877545,14645827,33473404
2010,University of Idaho,NCAA Division I-A,7668822,2963789,16764035
2010,University of Illinois at Urbana-Champaign,NCAA Division I-A,28079694,5770297,57539367
2010,University of Iowa,NCAA Division I-A,44506832,36534519,92903555
2010,University of Kansas,NCAA Division I-A,9525773,47577312,70028683
2010,University of Kentucky,NCAA Division I-A,34020276,30361119,84878315
2010,University of Louisiana-Lafayette,NCAA Division I-A,4837472,2555430,13859754
2010,University of Louisiana-Monroe,NCAA Division I-A,2953497,2756408,9462946
2010,University of Louisville,NCAA Division I-A,25658653,19205400,87736320
2010,University of Maryland-College Park,NCAA Division I-A,13886493,25903718,57765018
2010,University of Massachusetts Amherst,NCAA Division I-AA,4766305,6785247,25063637
2010,University of Memphis,NCAA Division I-A,8609583,15849479,41724026
2010,University of Miami,NCAA Division I-A,26205317,18854392,60325003
2010,University of Michigan-Ann Arbor,NCAA Division I-A,70300676,37340299,122486490
2010,University of Minnesota-Twin Cities,NCAA Division I-A,30524945,23693548,78924683
2010,University of Mississippi Main Campus,NCAA Division I-A,28515471,11647260,48916161
2010,University of Missouri-Columbia,NCAA Division I-A,24694807,22013282,59005954
2010,University of Nebraska-Lincoln,NCAA Division I-A,54712406,17530766,83679756
2010,University of Nevada-Las Vegas,NCAA Division I-A,8161712,31091907,56027699
2010,University of Nevada-Reno,NCAA Division I-A,6079274,4772710,20966594
2010,University of New Mexico-Main Campus,NCAA Division I-A,6679522,7659540,29261501
2010,University of North Carolina at Chapel Hill,NCAA Division I-A,26385760,16530782,71369784
2010,University of North Carolina at Charlotte,NCAA Division I-AAA,,5200138,13723303
2010,University of North Texas,NCAA Division I-A,6824909,6895400,22417616
2010,University of Notre Dame,NCAA Division I-A,68782560,16913387,94507919
2010,University of Oklahoma Norman Campus,NCAA Division I-A,58811324,30953651,104338843
2010,University of Oregon,NCAA Division I-A,27713278,51649490,85740068
2010,University of Pittsburgh-Pittsburgh Campus,NCAA Division I-A,21312076,9058566,56044309
2010,University of South Alabama,NCAA Division I-A,5963648,2691241,15805284
2010,University of South Carolina-Columbia,NCAA Division I-A,45464058,27667201,83704667
2010,University of South Florida-Main Campus,NCAA Division I-A,17017821,20454553,43494246
2010,University of Southern California,NCAA Division I-A,31148724,38606976,75707273
2010,University of Southern Mississippi,NCAA Division I-A,6404547,7064411,20440121
2010,University of Toledo,NCAA Division I-A,6357720,5322308,20424019
2010,University of Tulsa,NCAA Division I-A,9741665,4541732,29001772
2010,University of Utah,NCAA Division I-A,21235202,8858837,38091533
2010,University of Virginia-Main Campus,NCAA Division I-A,16775871,48045493,78439006
2010,University of Washington-Seattle Campus,NCAA Division I-A,39405237,13786509,70231336
2010,University of Wisconsin-Madison,NCAA Division I-A,43296599,22318926,93594766
2010,University of Wyoming,NCAA Division I-A,8677505,11946728,27800440
2010,Utah State University,NCAA Division I-A,4769907,5513835,19700479
2010,Vanderbilt University,NCAA Division I-A,22455110,7096144,55632098
2010,Virginia Polytechnic Institute and State University,NCAA Division I-A,35083799,10816021,61077122
2010,Wake Forest University,NCAA Division I-A,9433418,24160002,42286588
2010,Washington State University,NCAA Division I-A,12741698,17788744,40617093
2010,West Virginia University,NCAA Division I-A,19960732,29237053,58003719
2010,Western Kentucky University,NCAA Division I-A,5103326,7973650,22269484
2010,Western Michigan University,NCAA Division I-A,6911355,6587026,22329269
2011,Appalachian State University,NCAA Division I-AA,3769377,8057454,19028962
2011,Arizona State University,NCAA Division I-A,34859343,13788028,63750557
2011,Arkansas State University-Main Campus,NCAA Division I-A,4341626,3571118,13276502
2011,Auburn University,NCAA Division I-A,77170242,17227549,105951256
2011,Ball State University,NCAA Division I-A,5803970,6294292,20879262
2011,Baylor University,NCAA Division I-A,19891947,19439669,67823109
2011,Boise State University,NCAA Division I-A,15345308,10470959,31051495
2011,Boston College,NCAA Division I-A,21674975,23842634,66197029
2011,Bowling Green State University-Main Campus,NCAA Division I-A,5121624,5189673,18243365
2011,Brigham Young University-Provo,NCAA Division I-A,22406413,15565403,53033500
2011,California State University-Fresno,NCAA Division I-A,8598562,9747729,29381563
2011,Central Michigan University,NCAA Division I-A,4388863,2898958,25738891
2011,Clemson University,NCAA Division I-A,39207780,13442350,66988424
2011,Colorado State University-Fort Collins,NCAA Division I-A,8902908,7753398,25389541
2011,Duke University,NCAA Division I-A,25373767,3793235,78604895
2011,East Carolina University,NCAA Division I-A,11969320,7068101,34061954
2011,Eastern Michigan University,NCAA Division I-A,6461894,5935770,23093749
2011,Elon University,NCAA Division I-AA,4059394,5769044,18427570
2011,Florida Atlantic University,NCAA Division I-A,10291875,3061657,21742054
2011,Florida International University,NCAA Division I-A,7965277,9762397,27428277
2011,Florida State University,NCAA Division I-A,34484786,19928529,81444039
2011,Georgia Institute of Technology-Main Campus,NCAA Division I-A,32104928,20075103,60253966
2011,Georgia Southern University,NCAA Division I-AA,3537338,2015466,10192795
2011,Georgia State University,NCAA Division I-AA,5230495,7942828,22759437
2011,Indiana University-Bloomington,NCAA Division I-A,24858336,28115680,72002895
2011,Iowa State University,NCAA Division I-A,29774752,14772312,55191424
2011,Kansas State University,NCAA Division I-A,26242319,27652360,63557922
2011,Kent State University at Kent,NCAA Division I-A,5288232,9291064,23841395
2011,Louisiana State University and Agricultural & Mechanical College,NCAA Division I-A,68804309,25031498,113964540
2011,Louisiana Tech University,NCAA Division I-A,6142661,4084536,17047077
2011,Marshall University,NCAA Division I-A,8961669,8936933,26407396
2011,Miami University-Oxford,NCAA Division I-A,6388432,7656537,27896513
2011,Michigan State University,NCAA Division I-A,49754373,2194747,79019535
2011,Middle Tennessee State University,NCAA Division I-A,7629932,5970377,23155761
2011,Mississippi State University,NCAA Division I-A,25339143,10822436,54892045
2011,New Mexico State University-Main Campus,NCAA Division I-A,6159515,6792669,24074291
2011,North Carolina State University at Raleigh,NCAA Division I-A,25482653,21394380,65507243
2011,Northern Illinois University,NCAA Division I-A,7150133,3717314,20465019
2011,Northwestern University,NCAA Division I-A,27547684,20516158,61187691
2011,Ohio State University-Main Campus,NCAA Division I-A,58112270,51961304,142043056
2011,Ohio University-Main Campus,NCAA Division I-A,8707617,7780449,28669498
2011,Oklahoma State University-Main Campus,NCAA Division I-A,41138312,24727882,84125525
2011,Old Dominion University,NCAA Division I-AA,5936486,16098889,35247421
2011,Oregon State University,NCAA Division I-A,20666946,19946856,53842177
2011,Pennsylvania State University-Main Campus,NCAA Division I-A,66210503,22144300,108252284
2011,Purdue University-Main Campus,NCAA Division I-A,19214254,35992798,70469404
2011,Rice University,NCAA Division I-A,11144518,350608,30256637
2011,Rutgers University-New Brunswick,NCAA Division I-A,21314486,14443884,57480304
2011,San Diego State University,NCAA Division I-A,12198284,8113778,38503669
2011,San Jose State University,NCAA Division I-A,5770987,9211432,23918785
2011,Southern Methodist University,NCAA Division I-A,13163599,10417000,42632627
2011,Stanford University,NCAA Division I-A,25564646,36497378,89132990
2011,Syracuse University,NCAA Division I-A,28688904,1969113,73287687
2011,Temple University,NCAA Division I-A,16961995,7290211,38973885
2011,Texas A & M University-College Station,NCAA Division I-A,44420762,17998653,79026849
2011,Texas Christian University,NCAA Division I-A,25984011,16107364,68050907
2011,Texas State University-San Marcos,NCAA Division I-AA,4400906,15396603,26281522
2011,Texas Tech University,NCAA Division I-A,33510844,16470804,59596519
2011,The University of Alabama,NCAA Division I-A,81993762,22626982,124129127
2011,The University of Tennessee,NCAA Division I-A,52590771,27969998,105869282
2011,The University of Texas at Austin,NCAA Division I-A,103813684,26374736,163295114
2011,The University of Texas at El Paso,NCAA Division I-A,9838708,910672,24016927
2011,The University of Texas at San Antonio,NCAA Division I-AA,5140135,6870914,20240693
2011,Troy University,NCAA Division I-A,4872051,5474869,16736726
2011,Tulane University of Louisiana,NCAA Division I-A,8993439,8257497,27952840
2011,University at Buffalo,NCAA Division I-A,6005677,9255459,25249509
2011,University of Akron Main Campus,NCAA Division I-A,5918151,9524440,25530582
2011,University of Alabama at Birmingham,NCAA Division I-A,7354593,8146578,27393470
2011,University of Arizona,NCAA Division I-A,24445690,25696568,75999619
2011,University of Arkansas,NCAA Division I-A,64193826,14575685,99757483
2011,University of California-Berkeley,NCAA Division I-A,26072231,10819437,68183405
2011,University of California-Los Angeles,NCAA Division I-A,25168004,21304319,70740776
2011,University of Central Florida,NCAA Division I-A,12211638,17898036,37523477
2011,University of Cincinnati-Main Campus,NCAA Division I-A,15322430,8259462,39577731
2011,University of Colorado Boulder,NCAA Division I-A,24231347,28793567,57098869
2011,University of Connecticut,NCAA Division I-A,12910583,37128631,63828624
2011,University of Florida,NCAA Division I-A,74117435,29309725,120267106
2011,University of Georgia,NCAA Division I-A,74989418,1411199,91670613
2011,University of Hawaii at Manoa,NCAA Division I-A,7149661,19953795,34811644
2011,University of Houston,NCAA Division I-A,8250249,12935939,32335742
2011,University of Idaho,NCAA Division I-A,7482169,3534636,17646700
2011,University of Illinois at Urbana-Champaign,NCAA Division I-A,30545255,9367049,63953748
2011,University of Iowa,NCAA Division I-A,50460344,33976089,97415941
2011,University of Kansas,NCAA Division I-A,15343186,47041914,79160569
2011,University of Kentucky,NCAA Division I-A,32997939,28902558,85632716
2011,University of Louisiana at Lafayette,NCAA Division I-A,5892869,3010933,15350797
2011,University of Louisiana-Monroe,NCAA Division I-A,3588964,1959621,9462545
2011,University of Louisville,NCAA Division I-A,23756955,19694590,87840504
2011,University of Maryland-College Park,NCAA Division I-A,19457684,22909864,62612370
2011,University of Massachusetts Amherst,NCAA Division I-A,5983990,6801368,27308899
2011,University of Memphis,NCAA Division I-A,12983962,11380117,46711713
2011,University of Miami,NCAA Division I-A,29278750,16025588,62099601
2011,University of Michigan-Ann Arbor,NCAA Division I-A,85209247,28312319,128750370
2011,University of Minnesota-Twin Cities,NCAA Division I-A,32956474,22686454,83619456
2011,University of Mississippi,NCAA Division I-A,26890956,3866883,42907294
2011,University of Missouri-Columbia,NCAA Division I-A,15298186,23853869,61250896
2011,University of Nebraska-Lincoln,NCAA Division I-A,55063437,10743040,81631252
2011,University of Nevada-Las Vegas,NCAA Division I-A,6947976,28351031,54030985
2011,University of Nevada-Reno,NCAA Division I-A,4720882,4479281,19519295
2011,University of New Mexico-Main Campus,NCAA Division I-A,8101517,6988407,30980692
2011,University of North Carolina at Chapel Hill,NCAA Division I-A,27626613,17959529,78830350
2011,University of North Carolina at Charlotte,NCAA Division I-AAA,,5253329,14308222
2011,University of North Texas,NCAA Division I-A,7734550,2748093,20402052
2011,University of Notre Dame,NCAA Division I-A,68986659,19093113,97112859
2011,University of Oklahoma Norman Campus,NCAA Division I-A,59630425,32471913,106456616
2011,University of Oregon,NCAA Division I-A,51921731,11276491,73911738
2011,University of Pittsburgh-Pittsburgh Campus,NCAA Division I-A,22041631,9463776,56338449
2011,University of South Alabama,NCAA Division I-A,6902289,3121715,17705844
2011,University of South Carolina-Columbia,NCAA Division I-A,48065096,28533156,87608352
2011,University of South Florida-Main Campus,NCAA Division I-A,16832236,19468663,43574401
2011,University of Southern California,NCAA Division I-A,34410822,25825489,84149146
2011,University of Southern Mississippi,NCAA Division I-A,7357252,4864231,19770938
2011,University of Toledo,NCAA Division I-A,6372181,6735871,22381965
2011,University of Tulsa,NCAA Division I-A,7945618,13361810,31128157
2011,University of Utah,NCAA Division I-A,20759062,17797620,46153197
2011,University of Virginia-Main Campus,NCAA Division I-A,24074798,32015851,81321219
2011,University of Washington-Seattle Campus,NCAA Division I-A,53092369,11350407,82594783
2011,University of Wisconsin-Madison,NCAA Division I-A,48416449,20037611,101490339
2011,University of Wyoming,NCAA Division I-A,7209442,13204545,30476152
2011,Utah State University,NCAA Division I-A,5881832,6929569,21510746
2011,Vanderbilt University,NCAA Division I-A,21282267,6466534,55836373
2011,Virginia Polytechnic Institute and State University,NCAA Division I-A,32989216,11944313,64801681
2011,Wake Forest University,NCAA Division I-A,17664266,10229608,48776185
2011,Washington State University,NCAA Division I-A,17962415,18764239,47962255
2011,West Virginia University,NCAA Division I-A,24457152,39348000,80019885
2011,Western Kentucky University,NCAA Division I-A,5883389,9678584,25770262
2011,Western Michigan University,NCAA Division I-A,7047450,7659324,24782334
2012,Appalachian State University,NCAA Division I-AA,4214171,9003978,20930831
2012,Arizona State University,NCAA Division I-A,39210883,12484945,63770785
2012,Arkansas State University-Main Campus,NCAA Division I-A,5748516,2099682,13565978
2012,Auburn University,NCAA Division I-A,75092576,17050142,102864769
2012,Ball State University,NCAA Division I-A,5926855,7134505,22644535
2012,Baylor University,NCAA Division I-A,26270277,21559971,78412938
2012,Boise State University,NCAA Division I-A,15284248,12934716,33219370
2012,Boston College,NCAA Division I-A,22939275,15121576,60770300
2012,Bowling Green State University-Main Campus,NCAA Division I-A,6171184,5777339,20643645
2012,Brigham Young University-Provo,NCAA Division I-A,18639413,16576934,54644578
2012,California State University-Fresno,NCAA Division I-A,9704118,10938052,32016817
2012,Central Michigan University,NCAA Division I-A,6750120,7775776,27680624
2012,Clemson University,NCAA Division I-A,41273517,13763777,68163948
2012,Colorado State University-Fort Collins,NCAA Division I-A,11253326,8551839,32535454
2012,Duke University,NCAA Division I-A,24121573,3423215,76366113
2012,East Carolina University,NCAA Division I-A,10083420,9183820,35459448
2012,Eastern Michigan University,NCAA Division I-A,6289724,5662314,21904183
2012,Elon University,NCAA Division I-AA,4201027,6655187,20084027
2012,Florida Atlantic University,NCAA Division I-A,7287694,6188380,22854201
2012,Florida International University,NCAA Division I-A,8168228,10414019,28332259
2012,Florida State University,NCAA Division I-A,43085121,18207629,89145159
2012,Georgia Institute of Technology-Main Campus,NCAA Division I-A,30745256,24338432,63630964
2012,Georgia Southern University,NCAA Division I-AA,3637348,1809793,10696878
2012,Georgia State University,NCAA Division I-A,6177811,9286089,24763930
2012,Indiana University-Bloomington,NCAA Division I-A,24370088,28895979,75738695
2012,Iowa State University,NCAA Division I-A,29475730,21537021,62357760
2012,Kansas State University,NCAA Division I-A,30976071,28873391,69250204
2012,Kent State University at Kent,NCAA Division I-A,5357800,10647050,25871038
2012,Louisiana State University and Agricultural & Mechanical College,NCAA Division I-A,74275838,26914289,117457398
2012,Louisiana Tech University,NCAA Division I-A,6152955,3278063,16876487
2012,Marshall University,NCAA Division I-A,7760381,10929171,25724120
2012,Miami University-Oxford,NCAA Division I-A,6922038,7796580,28955007
2012,Michigan State University,NCAA Division I-A,47869615,4413180,79369587
2012,Middle Tennessee State University,NCAA Division I-A,7882477,7655590,24845231
2012,Mississippi State University,NCAA Division I-A,25824156,16687931,62004404
2012,New Mexico State University-Main Campus,NCAA Division I-A,6569816,7004949,24811219
2012,North Carolina State University at Raleigh,NCAA Division I-A,31841355,13628922,73446347
2012,Northern Illinois University,NCAA Division I-A,8146093,4464085,22552032
2012,Northwestern University,NCAA Division I-A,30143982,21612178,66413894
2012,Ohio State University-Main Campus,NCAA Division I-A,61131726,29452632,123604626
2012,Ohio University-Main Campus,NCAA Division I-A,7913757,6856023,27265061
2012,Oklahoma State University-Main Campus,NCAA Division I-A,38799125,22058455,76638487
2012,Old Dominion University,NCAA Division I-AA,6092802,17499992,36929483
